,Time,VNE atom7 t_q = linear flat,VNE atom7 t_q = 8,VNE atom6 t_q = linear flat,VNE atom6 t_q = 8,VNE atom5 t_q = linear flat,VNE atom5 t_q = 8,VNE atom4 t_q = linear flat,VNE atom4 t_q = 8,VNE atom3 t_q = linear flat,VNE atom3 t_q = 8,VNE atom2 t_q = linear flat,VNE atom2 t_q = 8
217,0.217,0.05702110265917869,0.06133377649720935,0.06793068353949926,0.075895477791078,0.08951870517615383,0.17372308324625768,0.0732651898189016,0.18237777643281333,0.0895187051761538,0.5440974493782096,0.0679306835394991,0.5178068119496113
218,0.218,0.05678259966999245,0.06121264946240633,0.0679839163085413,0.07603111317682053,0.08941404083933609,0.17490809303027693,0.0733720987424278,0.18282777004948908,0.08941404083933698,0.5444527631389838,0.06798391630854134,0.5178007876907644
219,0.219,0.05651893672768803,0.06108550607269725,0.06795195705952531,0.07599689496263115,0.08927674457540814,0.17612632294665265,0.07339420935678563,0.1827594619666571,0.08927674457540813,0.5447463539437634,0.0679519570595257,0.5185606746718383
220,0.22,0.056235692611244295,0.06095938440571812,0.06786256883805367,0.07583473927745743,0.08911642391652465,0.1773935134720239,0.07334985711291268,0.18228254667938365,0.08911642391652473,0.5449568531541835,0.06786256883805362,0.5200276030679424
221,0.221,0.05594119502101197,0.06084368875478896,0.06774774853676363,0.07559873992519801,0.08894388652522085,0.17872466846160429,0.0732631396356642,0.18154973154960996,0.08894388652522137,0.5450624108221525,0.06774774853676342,0.5220717385635363
222,0.222,0.055646891056538514,0.06075047841519945,0.06764061783288237,0.0753502740788526,0.08877093227280092,0.1801332958705097,0.07316186663808862,0.18074607670857387,0.08877093227280095,0.5450409120684356,0.0676406178328825,0.5245104121828938
223,0.223,0.05536734425910887,0.060694397382855154,0.06757236742553344,0.07515235654500248,0.08861008663043043,0.18163062751303594,0.0730750723569815,0.18007384775510135,0.08861008663043099,0.544870520842573,0.06757236742553377,0.5271328801123306
224,0.224,0.055119778810827406,0.06069217310231735,0.06756957562086718,0.07506381870104094,0.0884742335819601,0.18322486781606673,0.0730303454682817,0.17973410598521355,0.08847423358196013,0.5445306628780416,0.06756957562086727,0.5297275400375041
225,0.225,0.05492315479250268,0.06076167517615661,0.06765216671093595,0.07513394529017614,0.08837611987966804,0.18492053577707068,0.073051265290321,0.17990695033662668,0.08837611987966953,0.5440034634953371,0.0676521667109359,0.5321073323369112
226,0.226,0.05479683171369786,0.06092059656842366,0.0678321865037697,0.07539817922547346,0.08832772718600508,0.18671797124292946,0.07315523291150658,0.18073285808853834,0.0883277271860054,0.5432755468354638,0.0678321865037695,0.5341296922977022
227,0.227,0.054758949753414,0.061184888908712154,0.0681134623267188,0.07587538526855725,0.08833954051292489,0.18861307311086511,0.07335194729288368,0.18229774672099983,0.08833954051292542,0.542340001239671,0.06811346232671853,0.5357085674977944
