,Time,VNE atom7 t_q = linear flat,VNE atom7 t_q = 9,VNE atom6 t_q = linear flat,VNE atom6 t_q = 9,VNE atom5 t_q = linear flat,VNE atom5 t_q = 9,VNE atom4 t_q = linear flat,VNE atom4 t_q = 9,VNE atom3 t_q = linear flat,VNE atom3 t_q = 9,VNE atom2 t_q = linear flat,VNE atom2 t_q = 9
0,0.0,2.644841265268816e-09,2.644841265268816e-09,5.1359525092033176e-09,5.1359525092033176e-09,5.1366658960182165e-09,5.1366658960182165e-09,5.136651306126422e-09,5.136651306126422e-09,5.136665784562233e-09,5.136665784562233e-09,5.1359526184908966e-09,5.1359526184908966e-09
1,0.001,1.3814190654923286e-07,1.3814190687536088e-07,2.665942259866272e-07,2.665942263196941e-07,2.6664843151905093e-07,2.6664843206548883e-07,2.6664471420786984e-07,2.6664471435532133e-07,2.6664843196314014e-07,2.666484539941283e-07,2.66594226000505e-07,2.6665270977388467e-07
2,0.002,1.3522662923141915e-06,1.3522662935076812e-06,2.5967547316561868e-06,2.5967547328045737e-06,2.597562647040086e-06,2.597562647935203e-06,2.5974782161437837e-06,2.5974782239812644e-06,2.59756264682498e-06,2.5975636806958857e-06,2.5967547317533313e-06,2.599447574178071e-06
3,0.003,6.6523438913487776e-06,6.652343892382673e-06,1.2718111565564183e-05,1.2718111567597279e-05,1.2724002014730812e-05,1.272400201970253e-05,1.2723242381957461e-05,1.2723242481717939e-05,1.2724002015039593e-05,1.272401626923117e-05,1.2718111565557244e-05,1.2752889574880327e-05
4,0.004,2.2386127655420196e-05,2.2386127657952892e-05,4.262118953522048e-05,4.262118953885646e-05,4.264943143105632e-05,4.264943146646549e-05,4.264521947391908e-05,4.264522010347105e-05,4.264943143105632e-05,4.2649537058576936e-05,4.262118953542171e-05,4.285713209683378e-05
5,0.005,5.91058875528197e-05,5.910588756068147e-05,0.00011208064998078499,0.00011208064998306788,0.00011218335434166199,0.00011218335456090328,0.00011216581667101988,0.00011216581915853702,0.00011218335434194648,0.00011218389180255722,0.00011208064998044498,0.00011315753222835429
6,0.006,0.00013172461620181847,0.0001317246162421265,0.0002487883771605526,0.0002487883771480348,0.00024909591997544084,0.00024909592109898654,0.00024903513626495927,0.00024903514259666526,0.0002490959199759196,0.0002490980449757624,0.0002487883771600738,0.0002525361686143701
7,0.007,0.00025883461261321655,0.0002588346127989846,0.000486881692648055,0.00048688169253410796,0.00048768041084513297,0.00048768041562898684,0.0004874951433908904,0.00048749515092810086,0.0004876804108447444,0.000487687415349769,0.0004868816926480758,0.0004975750088245037
8,0.008,0.0004612225590689967,0.00046122255979005877,0.000863961293249952,0.0008639612927068066,0.0008658236577307604,0.000865823675066435,0.0008653128640944592,0.0008653128444818491,0.0008658236577308437,0.0008658437550799411,0.0008639612932497959,0.0008901460742372393
9,0.009000000000000001,0.0007597586145132243,0.0007597586168895457,0.0014169682543996327,0.0014169682524596237,0.0014209598459536954,0.001420959900481078,0.001419667782868948,0.001419667624643543,0.001420959845953751,0.0014210114038411478,0.0014169682543994297,0.0014736981624882718
10,0.01,0.0011729412555863683,0.0011729412624230107,0.0021774865234605156,0.0021774865177411167,0.0021854779770915517,0.00218547812872686,0.0021824554410272874,0.002182454825136265,0.0021854779770918292,0.002185598212479961,0.0021774865234606335,0.002288579434494802
11,0.011,0.0017144329307604914,0.0017144329482834605,0.0031671335124813195,0.003167133497944571,0.003182242721614499,0.00318224310037242,0.003175666061336324,0.0031756642362505486,0.003182242721615061,0.0031825010471038945,0.003167133512481548,0.0033670455588491145
12,0.012,0.002390921132157657,0.0023909211728308857,0.004393690265956846,0.004393690233277872,0.0044208662261065595,0.004420867087350434,0.004407487384987464,0.004407482819227703,0.004420866226106712,0.004421383503904933,0.004393690265957371,0.004728565065501398
13,0.013000000000000001,0.003200590644856196,0.0032005907315038294,0.005848514675812084,0.005848514609788646,0.005895247297415213,0.005895249100611771,0.005869675074789849,0.005869664994830472,0.005895247297415137,0.0058962222452402305,0.00584851467581168,0.006375982689523182
14,0.014,0.004132407341506774,0.004132407512754932,0.007505600453561423,0.007505600332461634,0.007582702388054346,0.007582705897880203,0.007536555835539067,0.0075365357071580244,0.007582702388054086,0.0075844463762925265,0.007505600453561438,0.00829300617237791
15,0.015,0.00516630747254153,0.005166307789338314,0.00932242343910452,0.009322423236413309,0.009444786978503006,0.00944479338134887,0.00936580986923456,0.009365772944108017,0.009444786978503148,0.009447768457864101,0.009322423439104948,0.010443327684951006
16,0.016,0.006274275272234866,0.006274275824796408,0.011242489858913636,0.01124248954941156,0.011429684535645114,0.011429695557899598,0.011300954583214897,0.011300891696497138,0.01142968453564432,0.011434584301782926,0.01124248985891314,0.01277151241685283
17,0.017,0.007422190484292733,0.007422191398543282,0.013199299471853774,0.013199299044194677,0.013475855717195194,0.01347587372570998,0.013275251384298609,0.013275151234146876,0.013475855717194634,0.01348363405314058,0.01319929947185383,0.015205608215285925
18,0.018000000000000002,0.008572247342002275,0.008572248784237499,0.015121283888602613,0.015121283366324878,0.015516514844815536,0.015516542905989084,0.015216605354155715,0.015216455500842092,0.015516514844815647,0.015528491124009506,0.01512128388860261,0.01766127240239561
19,0.019,0.009685694636775835,0.009685696815211167,0.016937190992601853,0.016937190464748134,0.017484443326479845,0.01748448519971053,0.017052937662666176,0.017052726437382235,0.017484443326479655,0.017502387712670164,0.01693719099260188,0.020047090505592474
20,0.02,0.01072562554601909,0.010725628708018424,0.01858136489160528,0.018581364552799663,0.01931665830921559,0.019316718353785466,0.018717487186465563,0.018717206592593138,0.01931665830921548,0.019342893559701032,0.01858136489160538,0.02227068557350484
21,0.021,0.011659554917603551,0.011659559341728545,0.019998413147037476,0.0199984133450911,0.020958517898921086,0.020958600880678042,0.020153536934915804,0.020153186466367438,0.020958517898922283,0.020996026820446694,0.019998413147037482,0.02424518850786332
22,0.022,0.012461556892877293,0.012461562875523937,0.021146848405475524,0.02114684969268711,0.022366944888713013,0.02236705568381755,0.02131815196417739,0.02131774308178934,0.022366944888712496,0.022419475672201768,0.021146848405476086,0.02589565603680232
23,0.023,0.013113791296186752,0.013113799133381628,0.022001424702420468,0.02200142788513631,0.02351257057958333,0.02351271378600372,0.022184643543641736,0.02218420438156433,0.023512570579582788,0.023584728177331572,0.022001424702420468,0.027165075188368575
24,0.024,0.013607316202198048,0.013607326167940817,0.022554041941787388,0.02255404812184742,0.024380722043421982,0.02438090152556869,0.022743622271390495,0.022743202040315467,0.024380722043422468,0.02447802930089935,0.022554041941787378,0.028019668714092158
25,0.025,0.01394215914077412,0.013942171464147682,0.022813247220189306,0.022813257822143565,0.02497128690004469,0.024971505306538067,0.023002653132795644,0.0230023256952021,0.024971286900045027,0.025100194945552212,0.022813247220189632,0.028453298221816484
26,0.026000000000000002,0.014126693201497911,0.014126708045319267,0.022802501779900158,0.02280251855940176,0.02529758086583858,0.025297839173308613,0.022984661939552505,0.022984528191340812,0.02529758086583802,0.0254654052438593,0.022802501779900043,0.028490829874515223
27,0.027,0.014176429976900162,0.01417644742101121,0.02255749301144047,0.022557518043067878,0.02538441096273375,0.025384708108086306,0.022725351524383423,0.022725540539968704,0.025384410962733972,0.025599169432970362,0.022557493011440582,0.028190355165805626
28,0.028,0.014112392687893285,0.01411241272003582,0.022122841369825126,0.022122877016271972,0.025265570749099332,0.025265903417023294,0.022269957472207426,0.02227062683130034,0.025265570749099773,0.02553570204703404,0.022122841369824998,0.027644114195213995
29,0.029,0.013959264857096667,0.013959287373869388,0.021548576246118056,0.021548625114517824,0.024981024571440275,0.024981387201331303,0.021669701458067465,0.021671037701013238,0.024981024571439695,0.025314976221723934,0.0215485762461177,0.02697781623482786
30,0.03,0.013743518851467403,0.013743543670986551,0.020886732000334522,0.020886796894521945,0.02457403744568244,0.024574422511123076,0.02097828485553032,0.020980505490686436,0.024574037445682234,0.024979726030489268,0.020886732000334838,0.02634777444598014
31,0.031,0.013491712769239887,0.013491739656108587,0.020188350434336262,0.02018843431299651,0.02408848711794223,0.024088885712089017,0.020248710823171513,0.020252069575619425,0.02408848711794246,0.02457265639352732,0.020188350434336554,0.025934925162342796
32,0.032,0.01322910436264273,0.013229133064803469,0.019501079432516416,0.01950118538182944,0.023566555931150528,0.02356695866410033,0.019530639202246423,0.019535436073829987,0.023566555931150666,0.024134085520463484,0.01950107943251605,0.025934624741345096
33,0.033,0.012978671093911199,0.012978701390096771,0.018867444575855423,0.01886757580094563,0.023046943404774756,0.023047341587702025,0.018868379008212467,0.018874976066473585,0.023046943404774617,0.023700190259170736,0.018867444575855707,0.026541590857306327
34,0.034,0.012760553799318498,0.012760585555320725,0.018323759670766306,0.018323919503743572,0.022563668758027774,0.022564055819231613,0.018299524253229758,0.01830836681869526,0.022563668758028094,0.02330195020512723,0.018323759670765258,0.0279309315712088
35,0.035,0.012591868939811983,0.012591902171737503,0.017899552332138614,0.017899744247096443,0.02214545216499227,0.022145825221825982,0.017854156377151514,0.017865797520877365,0.022145452164992058,0.022964797216485703,0.017899552332138642,0.030238495474897077
